date,site,visit_number,quadrat,flower_species,inflorescene_type,avg_flow_inflorescene,num_plants,num_flower
7/1/2020,leopold_knob,1,5,AMOCAN,spike,13,1,1
7/1/2020,leopold_knob,1,5,ECHPAL,flower,1,1,1
7/1/2020,leopold_knob,1,6,AMOCAN,spike,13,3,13
7/1/2020,leopold_knob,1,6,DRYARG,flower,1,1,1
7/1/2020,leopold_knob,1,7,ERISTR,flower,1,2,20
7/1/2020,leopold_knob,1,7,AMOCAN,spike,13,1,9
7/1/2020,leopold_knob,1,8,DIAARM,flower,1,1,4
7/1/2020,leopold_knob,1,9,AMOCAN,spike,13,1,5
7/1/2020,leopold_knob,1,10,ACHMIL,head,41,1,2
7/1/2020,leopold_knob,1,10,TRIPRA,head,25,na,2
7/1/2020,naylor_road,2,1,CORPAL,flower,1,na,3
7/1/2020,naylor_road,2,1,AMOCAN,spike,16,1,3
7/1/2020,naylor_road,2,2,CORPAL,flower,1,na,1
7/1/2020,naylor_road,2,3,AMOCAN,spike,16,2,10
7/1/2020,naylor_road,2,4,BAPALB,flower,1,1,27
7/1/2020,naylor_road,2,4,AMOCAN,spike,16,3,7
7/1/2020,naylor_road,2,4,CORPAL,flower,1,na,1
7/1/2020,naylor_road,2,5,None,na,0,0,0
7/1/2020,naylor_road,2,6,None,na,0,0,0
7/1/2020,naylor_road,2,7,ACHMIL,head,22,1,1
7/1/2020,naylor_road,2,7,TRIHYB,head,7,na,3
7/1/2020,naylor_road,2,7,AMOCAN,spike,16,1,19
7/1/2020,naylor_road,2,7,RUDHIR,flower,1,1,1
7/1/2020,naylor_road,2,8,ACHMIL,head,22,1,1
7/1/2020,naylor_road,2,8,CORPAL,flower,1,na,3
7/1/2020,naylor_road,2,9,None,na,0,0,0
7/1/2020,naylor_road,2,10,DALCAN,flower,1,1,1
7/1/2020,naylor_road,2,10,RUDHIR,flower,1,1,1
7/2/2020,williams,1,1,RUDHIR,flower,1,4,17
7/2/2020,williams,1,1,ECHPAL,flower,1,1,1
7/2/2020,williams,1,2,RUDHIR,flower,1,1,1
7/2/2020,williams,1,3,None,na,0,0,0
7/2/2020,williams,1,4,None,na,0,0,0
7/2/2020,williams,1,5,DALCAN,flower,1,1,1
7/2/2020,williams,1,6,DALCAN,flower,1,1,3
7/2/2020,williams,1,7,RUDHIR,flower,1,1,3
7/2/2020,williams,1,8,HELHEL,flower,1,1,4
7/2/2020,williams,1,8,TRIPRA,head,18,na,1
7/2/2020,williams,1,9,ECHPAL,flower,1,1,1
7/2/2020,williams,1,9,TRIPRA,head,18,na,7
7/2/2020,williams,1,10,None,na,0,0,0
7/2/2020,no_name_knob,1,1,TRIPRA,head,32,na,32
7/2/2020,no_name_knob,1,1,TRIHYB,head,8,na,5
7/2/2020,no_name_knob,1,2,TRIPRA,head,32,na,8
7/2/2020,no_name_knob,1,2,ACHMIL,head,43,1,1
7/2/2020,no_name_knob,1,3,ACHMIL,head,43,1,2
7/2/2020,no_name_knob,1,3,TRIPRA,head,32,na,7
7/2/2020,no_name_knob,1,3,TRIHYB,head,8,na,2
7/2/2020,no_name_knob,1,4,ERISTR,flower,1,2,14
7/2/2020,no_name_knob,1,4,ACHMIL,head,43,2,2
7/2/2020,no_name_knob,1,5,ACHMIL,head,43,3,4
7/2/2020,no_name_knob,1,6,POLPOL,flower,1,1,6
7/2/2020,no_name_knob,1,7,ERIANN,flower,1,5,25
7/2/2020,no_name_knob,1,7,RUDHIR,flower,1,1,4
7/2/2020,no_name_knob,1,7,ECHPAL,flower,1,2,3
7/2/2020,no_name_knob,1,8,ECHPAL,flower,1,1,2
7/2/2020,no_name_knob,1,8,TRIPRA,head,32,na,4
7/2/2020,no_name_knob,1,8,POLPOL,flower,1,1,3
7/2/2020,no_name_knob,1,9,ERISTR,flower,1,4,18
7/2/2020,no_name_knob,1,10,ERISTR,flower,1,1,9
7/2/2020,no_name_knob,1,10,RUDHIR,flower,1,1,3
7/2/2020,no_name_knob,1,10,TRIPRA,head,32,na,6
7/2/2020,no_name_knob,1,10,TRIHYB,head,8,na,5
7/2/2020,no_name_knob,1,10,TRIREP,head,13,na,2
7/2/2020,isabells_knob,1,1,AMOCAN,spike,12,2,4
7/2/2020,isabells_knob,1,2,CORPAL,flower,1,na,6
7/2/2020,isabells_knob,1,3,DALPUR,flower,1,1,2
7/2/2020,isabells_knob,1,3,ANECYL,flower,1,1,1
7/2/2020,isabells_knob,1,4,None,na,0,0,0
7/2/2020,isabells_knob,1,5,ERISTR,flower,1,1,3
7/2/2020,isabells_knob,1,5,BAPALB,flower,1,1,21
7/2/2020,isabells_knob,1,5,ANECYL,flower,1,1,1
7/2/2020,isabells_knob,1,6,CORPAL,flower,1,na,1
7/2/2020,isabells_knob,1,6,BAPALB,flower,1,1,36
7/2/2020,isabells_knob,1,7,BAPALB,flower,1,2,26
7/2/2020,isabells_knob,1,8,BAPALB,flower,1,2,41
7/2/2020,isabells_knob,1,8,HYPPER,flower,1,4,18
7/2/2020,isabells_knob,1,8,ANECYL,flower,1,1,2
7/2/2020,isabells_knob,1,9,ECHPAL,flower,1,1,3
7/2/2020,isabells_knob,1,9,BAPALB,flower,1,2,19
7/2/2020,isabells_knob,1,10,BAPALB,flower,1,1,19
7/2/2020,main_unit_knobs,2,1,None,na,0,0,0
7/2/2020,main_unit_knobs,2,2,TRIHYB,head,16,na,7
7/2/2020,main_unit_knobs,2,3,TRIHYB,head,16,na,2
7/2/2020,main_unit_knobs,2,4,TRIHYB,head,16,na,13
7/2/2020,main_unit_knobs,2,5,TRIHYB,head,16,na,34
7/2/2020,main_unit_knobs,2,6,TRIHYB,head,16,na,4
7/2/2020,main_unit_knobs,2,7,BAPALB,flower,1,1,4
7/2/2020,main_unit_knobs,2,8,TRIHYB,head,16,na,12
7/2/2020,main_unit_knobs,2,8,TRIPRA,head,18,na,1
7/2/2020,main_unit_knobs,2,9,TRIHYB,head,16,na,6
7/2/2020,main_unit_knobs,2,9,TRIPRA,head,18,na,1
7/2/2020,main_unit_knobs,2,10,TRIPRA,head,18,na,7
7/2/2020,main_unit_knobs,2,10,TRIHYB,head,16,na,2
7/3/2020,no_name_knob,3,1,ECHPAL,flower,1,1,1
7/3/2020,no_name_knob,3,1,ERISTR,flower,1,1,4
7/3/2020,no_name_knob,3,2,ECHPAL,flower,1,2,4
7/3/2020,no_name_knob,3,2,CORPAL,flower,1,na,16
7/3/2020,no_name_knob,3,2,ACHMIL,head,51,4,10
7/3/2020,no_name_knob,3,3,RUDHIR,flower,1,2,8
7/3/2020,no_name_knob,3,3,ERISTR,flower,1,1,8
7/3/2020,no_name_knob,3,4,ERISTR,flower,1,1,22
7/3/2020,no_name_knob,3,4,TRIHYB,head,8,na,17
7/3/2020,no_name_knob,3,4,MEDLUP,flower,1,na,2
7/3/2020,no_name_knob,3,4,ACHMIL,head,51,1,1
7/3/2020,no_name_knob,3,5,TRIPRA,head,18,na,4
7/3/2020,no_name_knob,3,5,TRIHYB,head,8,na,14
7/3/2020,no_name_knob,3,5,RUDHIR,flower,1,1,3
7/3/2020,no_name_knob,3,5,ACHMIL,head,51,1,1
7/3/2020,no_name_knob,3,5,ERISTR,flower,1,1,6
7/3/2020,no_name_knob,3,6,ACHMIL,head,51,1,1
7/3/2020,no_name_knob,3,6,ERISTR,flower,1,1,4
7/3/2020,no_name_knob,3,6,TRIHYB,head,8,na,10
7/3/2020,no_name_knob,3,6,POLPOL,flower,1,1,4
7/3/2020,no_name_knob,3,7,ACHMIL,head,51,4,4
7/3/2020,no_name_knob,3,8,ERISTR,flower,1,2,31
7/3/2020,no_name_knob,3,8,ACHMIL,head,51,5,5
7/3/2020,no_name_knob,3,9,RUDHIR,flower,1,2,5
7/3/2020,no_name_knob,3,9,ERISTR,flower,1,4,26
7/3/2020,no_name_knob,3,10,RUDHIR,flower,1,1,4
7/3/2020,williams,2,1,MEDLUP,flower,1,na,7
7/3/2020,williams,2,1,ERISTR,flower,1,2,82
7/3/2020,williams,2,2,ERISTR,flower,1,2,11
7/3/2020,williams,2,2,RUDHIR,flower,1,1,1
7/3/2020,williams,2,3,RUDHIR,flower,1,2,9
7/3/2020,williams,2,3,ERISTR,flower,1,2,28
7/3/2020,williams,2,4,HELHEL,flower,1,2,20
7/3/2020,williams,2,5,ERISTR,flower,1,2,33
7/3/2020,williams,2,6,DALPUR,flower,1,1,5
7/3/2020,williams,2,6,RUDHIR,flower,1,2,8
7/3/2020,williams,2,6,ERISTR,flower,1,1,15
7/3/2020,williams,2,7,RUDHIR,flower,1,3,11
7/3/2020,williams,2,7,ERISTR,flower,1,5,35
7/3/2020,williams,2,8,RUDHIR,flower,1,1,2
7/3/2020,williams,2,8,ERISTR,flower,1,6,67
7/3/2020,williams,2,8,HELHEL,flower,1,1,6
7/3/2020,williams,2,9,VERSTR,flower,1,1,26
7/3/2020,williams,2,9,ECHPAL,flower,1,1,2
7/3/2020,williams,2,9,ERISTR,flower,1,2,17
7/3/2020,williams,2,10,HELHEL,flower,1,1,4
7/3/2020,williams,2,10,RUDHIR,flower,1,1,2
7/3/2020,williams,2,10,ECHPAL,flower,1,1,3
7/3/2020,williams,2,10,ERISTR,flower,1,2,23
7/4/2020,no_name_knob,3,1,ECHPAL,flower,1,2,2
7/4/2020,no_name_knob,3,1,BAPALB,flower,1,1,1
7/4/2020,no_name_knob,3,1,ERISTR,flower,1,2,10
7/4/2020,no_name_knob,3,2,ERISTR,flower,1,1,2
7/4/2020,no_name_knob,3,3,None,na,0,0,0
7/4/2020,no_name_knob,3,4,None,na,0,0,0
7/4/2020,no_name_knob,3,5,DALPUR,flower,1,4,15
7/4/2020,no_name_knob,3,5,ACHMIL,head,24,1,1
7/4/2020,no_name_knob,3,6,TRIHYB,head,10,na,20
7/4/2020,no_name_knob,3,7,TRIHYB,head,10,na,15
7/4/2020,no_name_knob,3,8,ACHMIL,head,24,1,1
7/4/2020,no_name_knob,3,9,ERISTR,flower,1,1,7
7/4/2020,no_name_knob,3,10,DALPUR,flower,1,2,2
7/6/2020,SE_knob,1,1,TRIPRA,head,15,na,11
7/6/2020,SE_knob,1,1,ERISTR,flower,1,1,5
7/6/2020,SE_knob,1,2,TRIHYB,head,11,na,3
7/6/2020,SE_knob,1,3,MEDLUP,flower,1,na,1
7/6/2020,SE_knob,1,4,ERIANN,flower,1,1,5
7/6/2020,SE_knob,1,4,BAPALB,flower,1,1,10
7/6/2020,SE_knob,1,5,None,na,0,0,0
7/6/2020,SE_knob,1,6,ECHPAL,flower,1,1,3
7/6/2020,SE_knob,1,6,DIAARM,flower,1,1,1
7/6/2020,SE_knob,1,7,None,na,0,0,0
7/6/2020,SE_knob,1,8,None,na,0,0,0
7/6/2020,SE_knob,1,9,None,na,0,0,0
7/6/2020,SE_knob,1,10,MELALB,spike,10,1,1
7/6/2020,schafer_knob,2,1,TRIPRA,head,13,na,2
7/6/2020,schafer_knob,2,2,None,na,0,0,0
7/6/2020,schafer_knob,2,3,MONFIS,head,10,1,1
7/6/2020,schafer_knob,2,3,DIAARM,flower,1,1,1
7/6/2020,schafer_knob,2,3,TRIHYB,head,11,na,2
7/6/2020,schafer_knob,2,4,MONFIS,head,10,2,4
7/6/2020,schafer_knob,2,4,TRIPRA,head,13,na,10
7/6/2020,schafer_knob,2,4,TRIHYB,head,11,na,1
7/6/2020,schafer_knob,2,5,MONFIS,head,10,1,1
7/6/2020,schafer_knob,2,5,TRIPRA,head,13,na,4
7/6/2020,schafer_knob,2,6,PASSAT,head,15,1,2
7/6/2020,schafer_knob,2,6,TRIPRA,head,13,na,5
7/6/2020,schafer_knob,2,6,MONFIS,head,10,1,1
7/6/2020,schafer_knob,2,6,DAUCAR,head,26,1,1
7/6/2020,schafer_knob,2,7,TRIPRA,head,13,na,10
7/6/2020,schafer_knob,2,7,TRIHYB,head,11,na,1
7/6/2020,schafer_knob,2,7,MONFIS,head,10,1,2
7/6/2020,schafer_knob,2,8,BAPALB,flower,1,1,12
7/6/2020,schafer_knob,2,8,TRIHYB,head,11,na,6
7/6/2020,schafer_knob,2,8,TRIPRA,head,13,na,4
7/6/2020,schafer_knob,2,8,PASSAT,head,15,3,19
7/6/2020,schafer_knob,2,9,TRIPRA,head,13,na,20
7/6/2020,schafer_knob,2,9,TRIHYB,head,11,na,1
7/6/2020,schafer_knob,2,10,None,na,0,0,0
7/7/2020,schafer_knob,3,1,TRIPRA,head,21,na,22
7/7/2020,schafer_knob,3,2,TRIPRA,head,21,na,1
7/7/2020,schafer_knob,3,2,DIAARM,flower,1,4,7
7/7/2020,schafer_knob,3,2,DAUCAR,head,31,2,3
7/7/2020,schafer_knob,3,2,PLALAN,spike,11,2,2
7/7/2020,schafer_knob,3,2,MONFIS,head,15,1,1
7/7/2020,schafer_knob,3,3,TRIPRA,head,21,na,16
7/7/2020,schafer_knob,3,3,MONFIS,head,15,2,4
7/7/2020,schafer_knob,3,3,TRIHYB,head,12,na,5
7/7/2020,schafer_knob,3,4,TRIPRA,head,21,na,7
7/7/2020,schafer_knob,3,4,MONFIS,head,15,1,2
7/7/2020,schafer_knob,3,4,DAUCAR,head,31,1,1
7/7/2020,schafer_knob,3,5,DAUCAR,head,31,2,2
7/7/2020,schafer_knob,3,5,TRIPRA,head,21,na,8
7/7/2020,schafer_knob,3,6,SOLCAR,flower,1,3,5
7/7/2020,schafer_knob,3,6,BAPALB,flower,1,1,24
7/7/2020,schafer_knob,3,6,MONFIS,head,15,3,5
7/7/2020,schafer_knob,3,6,TRIPRA,head,21,na,1
7/7/2020,schafer_knob,3,7,MONFIS,head,15,4,16
7/7/2020,schafer_knob,3,7,TRIHYB,head,11,na,1
7/7/2020,schafer_knob,3,8,SOLCAR,flower,1,1,1
7/7/2020,schafer_knob,3,8,DAUCAR,head,31,1,1
7/7/2020,schafer_knob,3,8,MONFIS,head,15,2,12
7/7/2020,schafer_knob,3,8,HYPPER,flower,1,1,9
7/7/2020,schafer_knob,3,9,TRIPRA,head,21,na,2
7/7/2020,schafer_knob,3,9,DAUCAR,head,31,1,1
7/7/2020,schafer_knob,3,10,TRIPRA,head,21,na,7
7/7/2020,doug_dot_unit,2,1,TRIPRA,head,16,na,5
7/7/2020,doug_dot_unit,2,1,RUDHIR,flower,1,1,1
7/7/2020,doug_dot_unit,2,2,ECHPAL,flower,1,1,1
7/7/2020,doug_dot_unit,2,2,RUDHIR,flower,1,1,1
7/7/2020,doug_dot_unit,2,2,TRIHYB,head,8,na,1
7/7/2020,doug_dot_unit,2,3,DALCAN,flower,1,1,2
7/7/2020,doug_dot_unit,2,3,DRYARG,flower,1,1,1
7/7/2020,doug_dot_unit,2,4,HELHEL,flower,1,1,2
7/7/2020,doug_dot_unit,2,4,DRYARG,flower,1,1,2
7/7/2020,doug_dot_unit,2,4,TRIHYB,head,8,na,1
7/7/2020,doug_dot_unit,2,4,SOLCAR,flower,1,1,1
7/7/2020,doug_dot_unit,2,5,VERSTR,spike,10,1,1
7/7/2020,doug_dot_unit,2,5,MONFIS,head,9,1,1
7/7/2020,doug_dot_unit,2,6,ECHPAL,flower,1,1,1
7/7/2020,doug_dot_unit,2,6,VERSTR,spike,10,1,9
7/7/2020,doug_dot_unit,2,6,DALCAN,flower,1,1,1
7/7/2020,doug_dot_unit,2,7,None,na,0,0,0
7/7/2020,doug_dot_unit,2,8,MONFIS,head,9,1,1
7/7/2020,doug_dot_unit,2,8,HELHEL,flower,1,1,18
7/7/2020,doug_dot_unit,2,8,ERISTR,flower,1,1,7
7/7/2020,doug_dot_unit,2,8,ANECYL,flower,1,1,3
7/7/2020,doug_dot_unit,2,8,RUDHIR,flower,1,2,3
7/7/2020,doug_dot_unit,2,9,DRYARG,flower,1,2,5
7/7/2020,doug_dot_unit,2,9,DALCAN,flower,1,1,4
7/7/2020,doug_dot_unit,2,10,ERIANN,flower,1,1,4
7/7/2020,doug_dot_unit,2,10,PARINT,flower,1,1,5
7/7/2020,holland_prairie_east,3,1,VERSTR,spike,11,1,1
7/7/2020,holland_prairie_east,3,2,ECHPAL,flower,1,1,1
7/7/2020,holland_prairie_east,3,2,DRYARG,flower,1,1,3
7/7/2020,holland_prairie_east,3,2,TRIPRA,head,13,na,3
7/7/2020,holland_prairie_east,3,2,TRIHYB,head,9,na,1
7/7/2020,holland_prairie_east,3,3,TRIPRA,head,13,na,4
7/7/2020,holland_prairie_east,3,3,TRIHYB,head,9,na,9
7/7/2020,holland_prairie_east,3,3,ECHPAL,flower,1,2,2
7/7/2020,holland_prairie_east,3,4,DALCAN,flower,1,2,22
7/7/2020,holland_prairie_east,3,4,RUDHIR,flower,1,1,1
7/7/2020,holland_prairie_east,3,4,TRIPRA,head,13,na,1
7/7/2020,holland_prairie_east,3,4,MELALB,spike,10,1,2
7/7/2020,holland_prairie_east,3,5,DRYARG,flower,1,1,3
7/7/2020,holland_prairie_east,3,5,TRIHYB,head,9,na,4
7/7/2020,holland_prairie_east,3,5,TRIPRA,head,13,na,1
7/7/2020,holland_prairie_east,3,6,PYCTEN,flower,1,na,27
7/7/2020,holland_prairie_east,3,6,ECHPAL,flower,1,1,2
7/7/2020,holland_prairie_east,3,6,TRIHYB,head,9,na,4
7/7/2020,holland_prairie_east,3,7,TRIHYB,head,9,na,10
7/7/2020,holland_prairie_east,3,8,DALPUR,flower,1,1,1
7/7/2020,holland_prairie_east,3,8,ECHPAL,flower,1,2,2
7/7/2020,holland_prairie_east,3,9,ECHPAL,flower,1,1,3
7/7/2020,holland_prairie_east,3,9,TRIHYB,head,9,na,8
7/7/2020,holland_prairie_east,3,9,TRIPRA,head,13,na,5
7/7/2020,holland_prairie_east,3,10,ECHPAL,flower,1,1,1
7/7/2020,holland_prairie_east,3,10,DRYARG,flower,1,1,2
7/7/2020,holland_prairie_east,3,10,TRIPRA,head,13,na,10
7/7/2020,holland_prairie_east,3,10,TRIHYB,head,9,na,7
7/7/2020,holland_prairie_west,3,1,ECHPAL,flower,1,1,1
7/7/2020,holland_prairie_west,3,1,RUDHIR,flower,1,1,1
7/7/2020,holland_prairie_west,3,2,ECHPAL,flower,1,2,2
7/7/2020,holland_prairie_west,3,3,ECHPAL,flower,1,2,5
7/7/2020,holland_prairie_west,3,3,TRIHYB,head,7,na,4
7/7/2020,holland_prairie_west,3,4,RUDHIR,flower,1,1,1
7/7/2020,holland_prairie_west,3,5,DALCAN,flower,1,1,5
7/7/2020,holland_prairie_west,3,5,TRIHYB,head,7,na,15
7/7/2020,holland_prairie_west,3,6,DALCAN,flower,1,1,5
7/7/2020,holland_prairie_west,3,6,TRIHYB,head,7,na,3
7/7/2020,holland_prairie_west,3,6,ACHMIL,head,23,1,1
7/7/2020,holland_prairie_west,3,7,RUDHIR,flower,1,3,4
7/7/2020,holland_prairie_west,3,7,ECHPAL,flower,1,1,1
7/7/2020,holland_prairie_west,3,8,DALCAN,flower,1,1,3
7/7/2020,holland_prairie_west,3,8,ECHPAL,flower,1,1,1
7/7/2020,holland_prairie_west,3,8,CORPAL,flower,1,na,1
7/7/2020,holland_prairie_west,3,8,PYCTEN,flower,1,na,23
7/7/2020,holland_prairie_west,3,8,TRIHYB,head,7,na,1
7/7/2020,holland_prairie_west,3,9,ECHPAL,flower,1,3,3
7/7/2020,holland_prairie_west,3,9,TRIPRA,head,6,na,2
7/7/2020,holland_prairie_west,3,9,RUDHIR,flower,1,2,2
7/7/2020,holland_prairie_west,3,10,RUDHIR,flower,1,1,1
7/8/2020,prairie_potholes,2,1,DALCAN,flower,1,3,8
7/8/2020,prairie_potholes,2,2,DALPUR,flower,1,4,10
7/8/2020,prairie_potholes,2,2,DALCAN,flower,1,1,5
7/8/2020,prairie_potholes,2,3,DALCAN,flower,1,2,10
7/8/2020,prairie_potholes,2,3,ECHPAL,flower,1,1,1
7/8/2020,prairie_potholes,2,3,DALPUR,flower,1,1,1
7/8/2020,prairie_potholes,2,4,DALCAN,flower,1,4,15
7/8/2020,prairie_potholes,2,4,DALPUR,flower,1,2,3
7/8/2020,prairie_potholes,2,5,TRIPRA,head,14,na,3
7/8/2020,prairie_potholes,2,6,RUDHIR,flower,1,1,5
7/8/2020,prairie_potholes,2,6,ECHPAL,flower,1,1,1
7/8/2020,prairie_potholes,2,7,RUDHIR,flower,1,1,1
7/8/2020,prairie_potholes,2,8,TRIPRA,head,14,na,1
7/8/2020,prairie_potholes,2,8,ECHPAL,flower,1,1,2
7/8/2020,prairie_potholes,2,9,None,na,0,0,0
7/8/2020,prairie_potholes,2,10,DESILL,flower,1,1,3
7/8/2020,prairie_potholes,2,10,DALCAN,flower,1,1,5
7/8/2020,prairie_potholes,2,10,TRIPRA,head,14,na,1
7/8/2020,big_woods,2,1,DALCAN,flower,1,1,2
7/8/2020,big_woods,2,1,LORCOR,flower,1,na,6
7/8/2020,big_woods,2,2,RUDHIR,flower,1,4,28
7/8/2020,big_woods,2,3,RUDHIR,flower,1,2,4
7/8/2020,big_woods,2,3,DALCAN,flower,1,1,1
7/8/2020,big_woods,2,4,PARINT,flower,1,1,1
7/8/2020,big_woods,2,4,RUDHIR,flower,1,2,2
7/8/2020,big_woods,2,4,ECHPAL,flower,1,1,1
7/8/2020,big_woods,2,5,ERIANN,flower,1,2,16
7/8/2020,big_woods,2,5,RUDHIR,flower,1,3,10
7/8/2020,big_woods,2,5,ECHPAL,flower,1,2,3
7/8/2020,big_woods,2,6,RUDHIR,flower,1,4,15
7/8/2020,big_woods,2,6,DALPUR,flower,1,2,2
7/8/2020,big_woods,2,7,MONFIS,head,19,1,6
7/8/2020,big_woods,2,7,RUDHIR,flower,1,2,7
7/8/2020,big_woods,2,7,DALPUR,flower,1,1,7
7/8/2020,big_woods,2,8,None,na,0,0,0
7/8/2020,big_woods,2,9,RUDHIR,flower,1,2,3
7/8/2020,big_woods,2,10,RUDHIR,flower,1,4,18
7/8/2020,big_woods,2,10,ECHPAL,flower,1,1,2
7/8/2020,east_heinkel,2,1,DALPUR,flower,1,1,3
7/8/2020,east_heinkel,2,2,RUDHIR,flower,1,1,2
7/8/2020,east_heinkel,2,2,TRIPRA,head,11,na,2
7/8/2020,east_heinkel,2,3,DALPUR,flower,1,1,3
7/8/2020,east_heinkel,2,3,TRIPRA,head,11,na,1
7/8/2020,east_heinkel,2,4,TRIPRA,head,11,na,5
7/8/2020,east_heinkel,2,5,TRIPRA,head,11,na,6
7/8/2020,east_heinkel,2,6,ACHMIL,head,16,2,6
7/8/2020,east_heinkel,2,6,TRIPRA,head,11,na,3
7/8/2020,east_heinkel,2,7,TRIPRA,head,11,na,4
7/8/2020,east_heinkel,2,8,TRIPRA,head,11,na,5
7/8/2020,east_heinkel,2,9,None,na,0,0,0
7/8/2020,east_heinkel,2,10,TRIPRA,head,11,na,4
7/9/2020,prairie_potholes,3,1,DALPUR,flower,1,2,10
7/9/2020,prairie_potholes,3,1,DALCAN,flower,1,1,6
7/9/2020,prairie_potholes,3,2,ECHPAL,flower,1,1,1
7/9/2020,prairie_potholes,3,2,DALCAN,flower,1,2,3
7/9/2020,prairie_potholes,3,2,RUDHIR,flower,1,2,2
7/9/2020,prairie_potholes,3,3,DALPUR,flower,1,2,12
7/9/2020,prairie_potholes,3,4,DALCAN,flower,1,2,4
7/9/2020,prairie_potholes,3,4,TRIPRA,head,9,na,3
7/9/2020,prairie_potholes,3,5,DALCAN,flower,1,4,21
7/9/2020,prairie_potholes,3,6,ERISTR,flower,1,2,14
7/9/2020,prairie_potholes,3,7,TRIPRA,head,9,na,9
7/9/2020,prairie_potholes,3,8,DALCAN,flower,1,2,10
7/9/2020,prairie_potholes,3,9,None,na,0,0,0
7/9/2020,prairie_potholes,3,10,TRIPRA,head,9,na,7
7/9/2020,schafer_knob,4,1,MONFIS,head,15,1,5
7/9/2020,schafer_knob,4,1,RUDHIR,flower,1,1,1
7/9/2020,schafer_knob,4,1,DIAARM,flower,1,1,2
7/9/2020,schafer_knob,4,2,MONFIS,head,15,1,7
7/9/2020,schafer_knob,4,2,BAPALB,flower,1,1,10
7/9/2020,schafer_knob,4,2,DAUCAR,head,36,1,1
7/9/2020,schafer_knob,4,3,MONFIS,head,15,2,12
7/9/2020,schafer_knob,4,3,HYPPER,flower,1,1,11
7/9/2020,schafer_knob,4,3,PASSAT,head,22,1,3
7/9/2020,schafer_knob,4,4,DAUCAR,head,36,1,1
7/9/2020,schafer_knob,4,5,MONFIS,head,15,2,10
7/9/2020,schafer_knob,4,6,TRIPRA,head,23,na,11
7/9/2020,schafer_knob,4,6,DAUCAR,head,36,1,2
7/9/2020,schafer_knob,4,7,DAUCAR,head,36,5,7
7/9/2020,schafer_knob,4,7,MONFIS,head,15,1,1
7/9/2020,schafer_knob,4,8,TRIPRA,head,23,na,6
7/9/2020,schafer_knob,4,8,MONFIS,head,15,1,1
7/9/2020,schafer_knob,4,8,DIAARM,flower,1,1,1
7/9/2020,schafer_knob,4,9,MONFIS,head,15,3,21
7/9/2020,schafer_knob,4,9,DAUCAR,head,36,2,3
7/9/2020,schafer_knob,4,10,MONFIS,head,15,2,16
7/9/2020,schafer_knob,4,10,PASSAT,head,22,1,2
7/9/2020,east_heinkel,3,1,RUDHIR,flower,1,1,2
7/9/2020,east_heinkel,3,1,TRIPRA,head,21,na,2
7/9/2020,east_heinkel,3,2,ECHPAL,flower,1,1,1
7/9/2020,east_heinkel,3,2,TRIPRA,head,21,na,9
7/9/2020,east_heinkel,3,3,CORPAL,flower,1,na,1
7/9/2020,east_heinkel,3,4,ECHPAL,flower,1,1,1
7/9/2020,east_heinkel,3,4,VERSTR,spike,13,1,1
7/9/2020,east_heinkel,3,4,CORPAL,flower,1,na,1
7/9/2020,east_heinkel,3,4,TRIPRA,head,21,na,1
7/9/2020,east_heinkel,3,5,TRIPRA,head,21,na,7
7/9/2020,east_heinkel,3,6,TRIPRA,head,21,na,7
7/9/2020,east_heinkel,3,7,TRIPRA,head,21,na,5
7/9/2020,east_heinkel,3,8,TRIPRA,head,21,na,6
7/9/2020,east_heinkel,3,9,TRIPRA,head,21,na,3
7/9/2020,east_heinkel,3,10,TRIPRA,head,21,na,4
7/9/2020,doug_dot_unit,3,1,DALCAN,flower,1,1,7
7/9/2020,doug_dot_unit,3,1,VERVIR,spike,26,1,2
7/9/2020,doug_dot_unit,3,2,None,na,0,0,0
7/9/2020,doug_dot_unit,3,3,DALCAN,flower,1,1,5
7/9/2020,doug_dot_unit,3,3,RUDHIR,flower,1,1,1
7/9/2020,doug_dot_unit,3,4,ERISTR,flower,1,1,11
7/9/2020,doug_dot_unit,3,5,RUDHIR,flower,1,1,2
7/9/2020,doug_dot_unit,3,5,MONFIS,head,11,1,1
7/9/2020,doug_dot_unit,3,6,None,na,0,0,0
7/9/2020,doug_dot_unit,3,7,None,na,0,0,0
7/9/2020,doug_dot_unit,3,8,HELHEL,flower,1,2,4
7/9/2020,doug_dot_unit,3,9,MONFIS,head,11,1,1
7/9/2020,doug_dot_unit,3,10,DRYARG,flower,1,1,2
7/9/2020,doug_dot_unit,3,10,MONFIS,head,11,2,5
7/9/2020,doug_dot_unit,3,10,RUDHIR,flower,1,1,2
7/10/2020,doug_dot_unit,4,1,MONFIS,head,12,2,16
7/10/2020,doug_dot_unit,4,1,DRYARG,flower,1,1,1
7/10/2020,doug_dot_unit,4,2,MONFIS,head,12,3,3
7/10/2020,doug_dot_unit,4,2,DRYARG,flower,1,1,2
7/10/2020,doug_dot_unit,4,2,VERVIR,spike,28,2,2
7/10/2020,doug_dot_unit,4,3,MONFIS,head,12,3,4
7/10/2020,doug_dot_unit,4,4,None,na,0,0,0
7/10/2020,doug_dot_unit,4,5,HELHEL,flower,1,1,8
7/10/2020,doug_dot_unit,4,5,MONFIS,head,12,1,4
7/10/2020,doug_dot_unit,4,6,ECHPAL,flower,1,1,1
