Unique_ID,date,site,visit_number,surveyor,survery_start,survey_end,temp,start_sky,end_sky,bee_species,sex,flower_species,marked?,gps_point,notes
Nachusa2020_4197,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4198,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4199,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4200,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4201,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4202,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4203,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4204,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4205,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4206,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4207,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4208,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4209,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Female,LIAPYC,,,
Nachusa2020_4210,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4211,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4212,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4213,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4214,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4215,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4216,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4217,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4218,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4219,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4220,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4221,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4222,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4223,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4224,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4225,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,LIAPYC,,,
Nachusa2020_4226,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4227,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4228,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4229,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4230,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4231,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4232,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4233,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4234,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4235,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4236,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4237,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4238,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4239,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4240,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4241,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4242,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4243,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Male,LIAPYC,,,
Nachusa2020_4244,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,auricomus,Female,LIAPYC,,,
Nachusa2020_4245,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,auricomus,Female,LIAPYC,,,
Nachusa2020_4246,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4247,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4248,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4249,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4250,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4251,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4252,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4253,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4254,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4255,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4256,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4257,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4258,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4259,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4260,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4261,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4262,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4263,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4264,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4265,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4266,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4267,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4268,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4269,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4270,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4271,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4272,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4273,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4274,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4275,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,griseocollis,Female,ASCINC,,,
Nachusa2020_4276,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,VERHAS,,,
Nachusa2020_4277,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,VERHAS,,,
Nachusa2020_4278,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,VERHAS,,,
Nachusa2020_4279,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,VERHAS,,,
Nachusa2020_4280,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,rufocinctus,Female,VERHAS,,,
Nachusa2020_4281,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,impatiens,Male,LIAPYC,,,
Nachusa2020_4282,8/6/2020,rolling_thunder,4,CRD,3:38:00 PM,4:00:00 PM,78,2,2,auricomus,Male,LIAPYC,,,
Nachusa2020_4283,8/6/2020,tellabs_center,2,CRD,12:42:00 PM,1:05:00 PM,74,2,1,auricomus,Male,LIAPYC,,,perched
Nachusa2020_4284,8/6/2020,tellabs_center,2,CRD,12:42:00 PM,1:05:00 PM,74,2,1,auricomus,Male,LIAPYC,,,perched
Nachusa2020_4285,8/6/2020,tellabs_center,2,CRD,12:42:00 PM,1:05:00 PM,74,2,1,auricomus,Male,LIAPYC,,,perched
Nachusa2020_4286,8/6/2020,tellabs_center,2,CRD,12:42:00 PM,1:05:00 PM,74,2,1,pensylvanicus,Female,CHAFAS,,,photo
Nachusa2020_4287,8/6/2020,tellabs_center,2,CRD,12:42:00 PM,1:05:00 PM,74,2,1,fervidus,Male,BAPALB,,,specimen
Nachusa2020_4288,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,LIAPYC,,,
Nachusa2020_4289,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,LIAPYC,,,
Nachusa2020_4290,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,LIAPYC,,,
Nachusa2020_4291,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,LIAPYC,,,
Nachusa2020_4292,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,LIAPYC,,,
Nachusa2020_4293,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,LIAPYC,,,
Nachusa2020_4294,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,LIAPYC,,,
Nachusa2020_4295,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4296,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4297,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4298,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4299,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4300,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4301,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4302,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4303,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4304,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4305,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4306,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4307,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4308,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4309,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4310,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4311,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4312,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4313,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4314,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4315,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4316,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4317,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4318,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4319,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4320,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4321,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,ERIYUC,,,
Nachusa2020_4322,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,ERIYUC,,,
Nachusa2020_4323,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,SILPER,,,
Nachusa2020_4324,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,SILPER,,,
Nachusa2020_4325,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4326,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4327,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4328,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4329,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4330,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4331,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4332,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,PYCTEN,,,
Nachusa2020_4333,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,PYCTEN,,,
Nachusa2020_4334,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Male,LIAPYC,,,
Nachusa2020_4335,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,LIAPYC,,,
Nachusa2020_4336,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,LIAPYC,,,
Nachusa2020_4337,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4338,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4339,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4340,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Female,LIAPYC,,,
Nachusa2020_4341,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Male,LIAPYC,,,
Nachusa2020_4342,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,LIAPYC,,,
Nachusa2020_4343,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,impatiens,Female,LIAPYC,,,
Nachusa2020_4344,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,pensylvanicus,Female,TRIPRA,,,photo
Nachusa2020_4345,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Male,LESCAP,,,perched
Nachusa2020_4346,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Male,LESCAP,,,perched
Nachusa2020_4347,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,rufocinctus,Male,LESCAP,,,perched
Nachusa2020_4348,8/7/2020,sanders_unit,3,CRD,9:37:00 AM,10:02:00 AM,73,1,1,griseocollis,Female,TRIPRA,,,
Nachusa2020_4349,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,impatiens,Female,TRIPRA,,,
Nachusa2020_4350,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,impatiens,Female,TRIPRA,,,
Nachusa2020_4351,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,impatiens,Female,TRIPRA,,,
Nachusa2020_4352,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,vagans,Female,TRIPRA,,,
Nachusa2020_4353,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,impatiens,Male,PYCTEN,,,
Nachusa2020_4354,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4355,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,pensylvanicus,Female,TRIPRA,,,photo
Nachusa2020_4356,8/7/2020,east_heinkel,3,CRD,11:02:00 AM,11:27:00 AM,76,1,1,pensylvanicus,Female,TRIPRA,,,photo
Nachusa2020_4357,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,rufocinctus,Male,PYCTEN,,,
Nachusa2020_4358,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,impatiens,Female,PYCTEN,,,
Nachusa2020_4359,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4360,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4361,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,griseocollis,Male,EUTPUR,,,
Nachusa2020_4362,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,griseocollis,Male,EUTPUR,,,
Nachusa2020_4363,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,griseocollis,Male,EUTPUR,,,
Nachusa2020_4364,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,citrinus,Female,EUTPUR,,,
Nachusa2020_4365,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,impatiens,Female,EUTPUR,,,
Nachusa2020_4366,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,bimaculatus,Female,MONFIS,,,
Nachusa2020_4367,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,impatiens,Female,DESCAN,,,
Nachusa2020_4368,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,griseocollis,Male,LIAPYC,,,
Nachusa2020_4369,8/7/2020,tellabs_center,3,CRD,2:05:00 PM,2:28:00 PM,78,1,1,griseocollis,Male,LIAPYC,,,
Nachusa2020_4370,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,griseocollis,Male,EUTPUR,,,
Nachusa2020_4371,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,griseocollis,Male,EUTPUR,,,
Nachusa2020_4372,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,griseocollis,Male,EUTPUR,,,
Nachusa2020_4373,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Male,EUTPUR,,,
Nachusa2020_4374,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Male,EUTPUR,,,
Nachusa2020_4375,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Male,EUTPUR,,,
Nachusa2020_4376,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Male,EUTPUR,,,
Nachusa2020_4377,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Male,EUTPUR,,,
Nachusa2020_4378,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Female,EUTPUR,,,
Nachusa2020_4379,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Female,EUTPUR,,,
Nachusa2020_4380,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Female,EUTPUR,,,
Nachusa2020_4381,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Female,EUTPUR,,,
Nachusa2020_4382,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Female,EUTPUR,,,
Nachusa2020_4383,8/7/2020,tellabs_west,3,CRD,2:57:00 PM,3:19:00 PM,80,1,1,impatiens,Female,EUTPUR,,,
